case,step,C_memory,delta_C_memory_forward,R2_memory,R3_memory,reaction_memory_abs_sum,c_effect_increment_abs,blind_signal_ratio,Q_raw,Q_closed
C_return_half,30,3.3791214252296256e-06,2.2077431663525954e-08,3.689684203993204e-06,2.306052627495753e-06,5.995736831488957e-06,1.1038715831762978e-11,1.8410941210409443e-06,9.374858256718583e-09,0.0
C_return_half,31,3.4011988568931516e-06,2.0314457112984318e-08,3.704353958728532e-06,2.3152212242053333e-06,6.019575182933866e-06,1.015722855649216e-11,1.6873663419453552e-06,9.420774039827017e-09,0.0
C_return_half,32,3.421513314006136e-06,1.8692531993741635e-08,3.7175609626074194e-06,2.323475601629638e-06,6.041036564237058e-06,9.346265996870818e-12,1.5471295194935123e-06,9.462549878243197e-09,0.0
C_return_half,33,3.4402058459998775e-06,1.7200371206974398e-08,3.7294515057605494e-06,2.3309071911003445e-06,6.060358696860894e-06,8.600185603487198e-12,1.4190885446998157e-06,9.500564542860774e-09,0.0
C_return_half,34,3.457406217206852e-06,1.5827592576221747e-08,3.740157247804192e-06,2.3375982798776202e-06,6.077755527681812e-06,7.913796288110874e-12,1.302091907459359e-06,9.535161744888663e-09,0.0
C_return_half,35,3.4732338097830737e-06,1.4564644602151385e-08,3.749796681041807e-06,2.34362292565113e-06,6.093419606692937e-06,7.282322301075693e-12,1.1951125593052676e-06,9.566653416476011e-09,0.0
C_return_half,36,3.487798454385225e-06,1.3402739998074205e-08,3.758476447330479e-06,2.34904777958155e-06,6.107524226912029e-06,6.701369999037103e-12,1.0972318324188331e-06,9.595322681297252e-09,0.0
C_return_half,37,3.5012011943832993e-06,1.233379454367726e-08,3.7662925232471785e-06,2.3539328270294867e-06,6.120225350276665e-06,6.16689727183863e-12,1.007625850175575e-06,9.621426544659965e-09,0.0
C_return_half,38,3.5135349889269765e-06,1.1350370831354127e-08,3.7733312867262348e-06,2.358332054203897e-06,6.131663340930132e-06,5.675185415677063e-12,9.255539810533982e-07,9.645198329857109e-09,0.0
C_return_half,39,3.5248853597583307e-06,1.0445626513688272e-08,3.779670477022124e-06,2.3622940481388272e-06,6.141964525160951e-06,5.222813256844136e-12,8.503489779936936e-07,9.666849884919281e-09,0.0
C_return_half,40,3.535330986272019e-06,9.613266691873803e-09,3.7853800586661055e-06,2.365862536666316e-06,6.151242595332422e-06,4.806633345936902e-12,7.814085156687182e-07,9.686573581604439e-09,0.0
C_return_half,41,3.5449442529638927e-06,8.847500113742298e-09,3.7905229990183434e-06,2.3690768743864652e-06,6.159599873404808e-06,4.423750056871149e-12,7.181878933356521e-07,9.704544126368702e-09,0.0
C_return_half,42,3.553791753077635e-06,8.142998876565057e-09,3.7951559680568296e-06,2.3719724800355195e-06,6.167128448092349e-06,4.0714994382825285e-12,6.601937145547776e-07,9.720920201169985e-09,0.0
C_return_half,43,3.5619347519542e-06,7.49486135415742e-09,3.7993299681802288e-06,2.3745812301126422e-06,6.1739111982928714e-06,3.74743067707871e-12,6.06978389665679e-07,9.73584595024707e-09,0.0
C_return_half,44,3.5694296133083575e-06,6.898578090339047e-09,3.803090901023973e-06,2.3769318131399834e-06,6.180022714163956e-06,3.4492890451695237e-12,5.581353345618163e-07,9.749452327472315e-09,0.0
C_return_half,45,3.5763281913986966e-06,6.3500004213213354e-09,3.8064800775889458e-06,2.3790500484930904e-06,6.185530126082036e-06,3.1750002106606676e-12,5.132947614745089e-07,9.761858317480735e-09,0.0
C_return_half,46,3.582678191820018e-06,5.845311608745798e-09,3.8095346773520316e-06,2.3809591733450196e-06,6.190493850697051e-06,2.9226558043728988e-12,4.721199753786698e-07,9.773172042517071e-09,0.0
C_return_double,1,5.612790125384299e-07,2.474312907521829e-07,7.287272558327526e-07,4.5545453489547037e-07,1.1841817907282229e-06,4.948625815043658e-10,0.0004178940981688679,1.745460803266653e-09,0.0
C_return_double,2,8.087103032906127e-07,2.2763769043831613e-07,1.0393962288723747e-06,6.496226430452342e-07,1.6890188719176088e-06,4.5527538087663226e-10,0.0002695502036396671,2.497729175208222e-09,0.0
C_return_double,3,1.0363479937289289e-06,2.094278210350486e-07,1.3189994892735907e-06,8.243746807959945e-07,2.1433741700695852e-06,4.1885564207009724e-10,0.00019541881577144274,3.179722163798514e-09,0.0
C_return_double,4,1.2457758147639775e-06,1.926749597765185e-07,1.570643926966004e-06,9.816524543537525e-07,2.5522963813197562e-06,3.85349919553037e-10,0.0001509816502399216,3.798072196083734e-09,0.0
C_return_double,5,1.438450774540496e-06,1.7726252414796076e-07,1.797125711013823e-06,1.123203569383639e-06,2.920329280397462e-06,3.5452504829592154e-10,0.00012139899794028366,4.358780054937957e-09,0.0
C_return_double,6,1.6157132986884567e-06,1.6308326042261123e-07,2.0009613648903354e-06,1.2506008530564592e-06,3.2515622179467948e-06,3.261665208452225e-10,0.00010031071189256866,4.8672755166352514e-09,0.0
C_return_double,7,1.778796559111068e-06,1.5003849713995254e-07,2.184415733906108e-06,1.3652598336913173e-06,3.549675567597425e-06,3.0007699427990507e-10,8.453645651988704e-05,5.3284721267084946e-09,0.0
C_return_double,8,1.9288350562510205e-06,1.380374583275734e-07,2.349527155607412e-06,1.4684544722546325e-06,3.817981627862045e-06,2.760749166551468e-10,7.230912653965296e-05,5.746816684113064e-09,0.0
C_return_double,9,2.066872514578594e-06,1.269966316849718e-07,2.498130112876555e-06,1.5613313205478466e-06,4.059461433424402e-06,2.539932633699436e-10,6.256821687690844e-05,6.126333948002995e-09,0.0
C_return_double,10,2.1938691462635657e-06,1.1683918733034904e-07,2.6318756214897504e-06,1.6449222634310941e-06,4.276797884920844e-06,2.3367837466069807e-10,5.463862940182478e-05,6.4706670311844115e-09,0.0
C_return_double,11,2.3107083335939147e-06,1.0749444306363726e-07,2.752249578710018e-06,1.7201559866937616e-06,4.472405565403779e-06,2.1498888612727452e-10,4.807007839144052e-05,6.783113898997694e-09,0.0
C_return_double,12,2.418202776657552e-06,9.889737242279588e-08,2.8605892768325244e-06,1.7878682980203276e-06,4.648457574852852e-06,1.9779474484559176e-10,4.255061849238303e-05,7.066660351510405e-09,0.0
C_return_double,13,2.517100149080348e-06,9.098815210856238e-08,2.958098265205958e-06,1.8488114157537234e-06,4.806909680959681e-06,1.8197630421712477e-10,3.785723391848584e-05,7.324009830040029e-09,0.0
C_return_double,14,2.6080883011889102e-06,8.371174562681145e-08,3.0458597258992693e-06,1.9036623286870433e-06,4.949522054586312e-06,1.6742349125362291e-10,3.382619360155905e-05,7.557610355775222e-09,0.0
C_return_double,15,2.6918000468157217e-06,7.701752025000674e-08,3.124848511664507e-06,1.953030319790316e-06,5.077878831454823e-06,1.540350405000135e-10,3.033452463375975e-05,7.769678878270544e-09,0.0
C_return_double,16,2.7688175670657284e-06,7.085889463114902e-08,3.1959419799798427e-06,1.997463737487401e-06,5.193405717467244e-06,1.4171778926229805e-10,2.7288025810433306e-05,7.96222328453297e-09,0.0
C_return_double,17,2.8396764616968775e-06,6.519301461707885e-08,3.2599297435771444e-06,2.0374560897357153e-06,5.29738583331286e-06,1.303860292341577e-10,2.461327781982936e-05,8.137062295009737e-09,0.0
C_return_double,18,2.9048694763139563e-06,5.99804550043421e-08,3.317522445816741e-06,2.0734515286354632e-06,5.390973974452204e-06,1.199609100086842e-10,2.2252177542903803e-05,8.29584345076616e-09,0.0
C_return_double,19,2.9648499313182984e-06,5.518494516145659e-08,3.3693596584346777e-06,2.105849786521673e-06,5.475209444956351e-06,1.1036989032291318e-10,2.0158112932936954e-05,8.440059376274649e-09,0.0
C_return_double,20,3.020034876479755e-06,5.077311660756519e-08,3.416016989434209e-06,2.135010618396381e-06,5.55102760783059e-06,1.0154623321513038e-10,1.8293231522012895e-05,8.571062484310347e-09,0.0
C_return_double,21,3.07080799308732e-06,4.671427079036115e-08,3.4580124801152284e-06,2.1612578000720187e-06,5.619270280187247e-06,9.34285415807223e-11,1.6626454490031943e-05,8.690078273274568e-09,0.0
C_return_double,22,3.1175222638776813e-06,4.298016544678552e-08,3.4958123623351047e-06,2.1848827264594407e-06,5.680695088794545e-06,8.596033089357105e-11,1.5132009296385595e-05,8.798217352672228e-09,0.0
C_return_double,23,3.160502429324467e-06,3.954481805936722e-08,3.529836239984377e-06,2.2061476499902365e-06,5.735983889974613e-06,7.908963611873444e-11,1.3788329541330787e-05,8.896486319299082e-09,0.0
C_return_double,24,3.200047247383834e-06,3.6384325040110376e-08,3.560461752261725e-06,2.2252885951635785e-06,5.785750347425303e-06,7.276865008022076e-11,1.2577219152327111e-05,8.985797594809136e-09,0.0
C_return_double,25,3.2364315724239445e-06,3.347669538332268e-08,3.5880287705735846e-06,2.242517981608492e-06,5.830546752182076e-06,6.695339076664536e-11,1.1483209656382245e-05,9.06697832460602e-09,0.0
C_return_double,26,3.269908267807267e-06,3.080169762948683e-08,3.612843175700763e-06,2.2580269848129774e-06,5.870870160513741e-06,6.160339525897366e-11,1.0493060410926025e-05,9.140778428321008e-09,0.0
C_return_double,27,3.300709965436754e-06,2.8340719074993983e-08,3.635180257209623e-06,2.2719876607560156e-06,5.907167917965639e-06,5.668143814998797e-11,9.595365992153548e-06,9.207877883402396e-09,0.0
C_return_double,28,3.329050684511748e-06,2.6076636247745708e-08,3.6552877728872946e-06,2.28455485805456e-06,5.939842630941854e-06,5.2153272495491414e-11,8.780244820597496e-06,9.268893315453601e-09,0.0
C_return_double,29,3.3551273207594936e-06,2.399369574710445e-08,3.6733887022019603e-06,2.2958679388762262e-06,5.9692566410781866e-06,4.79873914942089e-11,8.039090020686606e-06,9.324383961837681e-09,0.0
C_return_double,30,3.379121016506598e-06,2.2077404618794787e-08,3.689683724388881e-06,2.306052327743051e-06,5.995736052131932e-06,4.4154809237589576e-11,7.364368420102357e-06,9.37485706863853e-09,0.0
C_return_double,31,3.401198421125393e-06,2.0314429501772763e-08,3.704353448702385e-06,2.3152209054389907e-06,6.019574354141376e-06,4.062885900354553e-11,6.749457123258805e-06,9.420772775266768e-09,0.0
C_return_double,32,3.4215128506271656e-06,1.8692503845052946e-08,3.717560421619794e-06,2.323475263512371e-06,6.041035685132165e-06,3.7385007690105896e-11,6.188509659381029e-06,9.46254853575933e-09,0.0
C_return_double,33,3.4402053544722186e-06,1.720034254879751e-08,3.7294509333043523e-06,2.3309068333152196e-06,6.060357766619572e-06,3.440068509759502e-11,5.676345592511694e-06,9.500563121091792e-09,0.0
C_return_double,34,3.457405697021016e-06,1.5827563435502894e-08,3.7401566434033424e-06,2.337597902127089e-06,6.077754545530432e-06,3.1655126871005786e-11,5.208358882193573e-06,9.53516024255145e-09,0.0
C_return_double,35,3.473233260456519e-06,1.456461500478013e-08,3.7497960442497143e-06,2.3436225276560706e-06,6.0934185719057845e-06,2.912923000956026e-11,4.78044133450195e-06,9.566651832362305e-09,0.0
C_return_double,36,3.487797875461299e-06,1.3402709968883435e-08,3.758475777728529e-06,2.3490473610803305e-06,6.107523138808859e-06,2.680541993776687e-11,4.388918278088536e-06,9.595321014270162e-09,0.0
C_return_double,37,3.5012005854301826e-06,1.2333764106446578e-08,3.7662918204432695e-06,2.353932387777044e-06,6.120224208220314e-06,2.4667528212893156e-11,4.0304942063660395e-06,9.621424793650494e-09,0.0
C_return_double,38,3.513534349536629e-06,1.1350340008820017e-08,3.7733305503533538e-06,2.3583315939708455e-06,6.131662144324199e-06,2.2700680017640035e-11,3.702206593142615e-06,9.645196493860829e-09,0.0
C_return_double,39,3.524884689545449e-06,1.044559532755214e-08,3.7796697067369542e-06,2.362293566710596e-06,6.14196327344755e-06,2.0891190655104282e-11,3.4013864500654743e-06,9.666847962993e-09,0.0
C_return_double,40,3.5353302848730013e-06,9.613235162831205e-09,3.785379254147698e-06,2.3658620338423115e-06,6.15124128799001e-06,1.9226470325662412e-11,3.1256244756974712e-06,9.686571572863012e-09,0.0
C_return_double,41,3.5449435200358325e-06,8.847468261501573e-09,3.790522159966834e-06,2.369076349979271e-06,6.159598509946105e-06,1.769493652300315e-11,2.8727418669302155e-06,9.704542029981937e-09,0.0
C_return_double,42,3.553790988297334e-06,8.142966719867234e-09,3.7951550941922016e-06,2.371971933870126e-06,6.167127028062328e-06,1.6285933439734468e-11,2.640765037857734e-06,9.72091801635966e-09,0.0
C_return_double,43,3.5619339550172013e-06,7.494828910818141e-09,3.799329059241135e-06,2.37458066202571e-06,6.173909721266845e-06,1.4989657821636283e-11,2.42790362968905e-06,9.735843676284049e-09,0.0
C_return_double,44,3.5694287839280194e-06,6.898545377257045e-09,3.8030899567666187e-06,2.3769312229791367e-06,6.180021179745756e-06,1.379709075451409e-11,2.2325313058363495e-06,9.749449963673774e-09,0.0
C_return_double,45,3.5763273293052765e-06,6.349967454531789e-09,3.8064790977860036e-06,2.379049436116253e-06,6.1855285339022565e-06,1.269993490906358e-11,2.0531689150662745e-06,9.761855863207531e-09,0.0
C_return_double,46,3.5826772967598083e-06,5.845278403437703e-09,3.809533661791631e-06,2.3809585386197692e-06,6.1904922004114004e-06,1.1690556806875406e-11,1.8884696771120216e-06,9.77316949717121e-09,0.0
reaction_quarter,1,5.612787625625323e-07,2.474305858232173e-07,1.8218173196609382e-07,1.138635824788086e-07,2.960453144449024e-07,2.474305858232173e-10,0.000835786191337499,8.573240770074345e-10,0.0
reaction_quarter,2,8.087093483857496e-07,2.2763636447753636e-07,2.598487456491404e-07,1.624054660307128e-07,4.222542116798532e-07,2.2763636447753635e-10,0.0005390979134865961,1.2309635600656024e-09,0.0
reaction_quarter,3,1.036345712863286e-06,2.094257414998957e-07,3.297491319345005e-07,2.0609320745906274e-07,5.358423393935632e-07,2.094257414998957e-10,0.0003908346282171584,1.572188052256849e-09,0.0
reaction_quarter,4,1.2457714543631817e-06,1.9267202295240217e-07,3.926595734585488e-07,2.4541223341159303e-07,6.380718068701418e-07,1.9267202295240217e-10,0.0003019597808238754,1.8838432612333234e-09,0.0
reaction_quarter,5,1.4384434773155839e-06,1.772586510192429e-07,4.492790826035717e-07,2.8079942662723235e-07,7.300785092308041e-07,1.772586510192429e-10,0.00024279395815389638,2.168521986546388e-09,0.0
reaction_quarter,6,1.6157021283348268e-06,1.6307839305619857e-07,5.002367687222872e-07,3.126479804514295e-07,8.128847491737166e-07,1.6307839305619856e-10,0.00020061686877748038,2.428586877508543e-09,0.0
reaction_quarter,7,1.7787805213910253e-06,1.5003259552226952e-07,5.460988286199974e-07,3.4131176788749845e-07,8.874105965074958e-07,1.500325955222695e-10,0.0001690678431300456,2.666191117898522e-09,0.0
reaction_quarter,8,1.928813116913295e-06,1.3803049760223172e-07,5.873748379706024e-07,3.671092737316267e-07,9.54484111702229e-07,1.3803049760223172e-10,0.00014461267181919648,2.8832972286155243e-09,0.0
reaction_quarter,9,2.0668436145155266e-06,1.2698859974432052e-07,6.245234135748791e-07,3.903271334842995e-07,1.0148505470591785e-06,1.2698859974432053e-10,0.00012513034565760106,3.081694161574706e-09,0.0
reaction_quarter,10,2.193832214259847e-06,1.1683008271931261e-07,6.579573093784157e-07,4.1122331836150987e-07,1.0691806277399256e-06,1.1683008271931262e-10,0.00010927066922852172,3.263012841999773e-09,0.0
reaction_quarter,11,2.3106622969791597e-06,1.0748427315887145e-07,6.88048002874687e-07,4.300300017966793e-07,1.1180780046713663e-06,1.0748427315887145e-10,9.61330718516943e-05,3.4287403016505256e-09,0.0
reaction_quarter,12,2.418146570138031e-06,9.888615185441682e-08,7.151298228560613e-07,4.469561392850383e-07,1.1620859621410996e-06,9.888615185441682e-11,8.509366352917886e-05,3.580232532279131e-09,0.0
reaction_quarter,13,2.517032721992448e-06,9.097590139530201e-08,7.395036643791259e-07,4.6218979023695367e-07,1.2016934546160797e-06,9.097590139530201e-11,7.570641335012284e-05,3.7187261766085272e-09,0.0
reaction_quarter,14,2.60800862338775e-06,8.369848999884503e-08,7.614403322239541e-07,4.759002076399714e-07,1.2373405398639255e-06,8.369848999884504e-11,6.764385979630929e-05,3.845349163251675e-09,0.0
reaction_quarter,15,2.691707113386595e-06,7.700328863657737e-08,7.811835499988745e-07,4.882397187492966e-07,1.269423268748171e-06,7.700328863657737e-11,6.0660057627991475e-05,3.961130382134766e-09,0.0
reaction_quarter,16,2.7687104020231724e-06,7.084371879273285e-08,7.989526683270482e-07,4.993454177044053e-07,1.2982980860314537e-06,7.084371879273284e-11,5.456660496918927e-05,4.067008488054626e-09,0.0
reaction_quarter,17,2.8395541208159052e-06,6.517692840419055e-08,8.149451022074483e-07,5.093406888796552e-07,1.3242857910871033e-06,6.517692840419055e-11,4.921666368608165e-05,4.163839911903008e-09,0.0
reaction_quarter,18,2.9047310492200958e-06,5.996349372710863e-08,8.293385246334869e-07,5.183365778959294e-07,1.3476751025294163e-06,5.996349372710862e-11,4.449402798535397e-05,4.252406151749513e-09,0.0
reaction_quarter,19,2.9646945429472044e-06,5.5167145055966064e-08,8.422928408441654e-07,5.264330255276034e-07,1.3687258663717688e-06,5.5167145055966066e-11,4.030547417227063e-05,4.3334204093189744e-09,0.0
reaction_quarter,20,3.0198616880031705e-06,5.0754514386595966e-08,8.5395196514504e-07,5.337199782156502e-07,1.3876719433606902e-06,5.0754514386595966e-11,3.6575297662700974e-05,4.407533631363861e-09,0.0
reaction_quarter,21,3.0706162023897664e-06,4.66949032675965e-08,8.644454200425429e-07,5.402783875265895e-07,1.4047238075691324e-06,4.6694903267596504e-11,3.324134112057359e-05,4.475340009958899e-09,0.0
reaction_quarter,22,3.117311105657363e-06,4.296006922484505e-08,8.738897754607675e-07,5.461811096629797e-07,1.4200708851237472e-06,4.296006922484505e-11,3.02520597210198e-05,4.53738199078111e-09,0.0
reaction_quarter,23,3.160271174882208e-06,3.952402927321305e-08,8.823899440328894e-07,5.514937150205558e-07,1.4338836590534453e-06,3.952402927321305e-11,2.7564320873357455e-05,4.594154833935652e-09,0.0
reaction_quarter,24,3.199795204155421e-06,3.6362879148323414e-08,8.900403468601234e-07,5.562752167875771e-07,1.4463155636477005e-06,3.6362879148323415e-11,2.5141732594382034e-05,4.646110767803122e-09,0.0
reaction_quarter,25,3.2361580833037444e-06,3.3454627000693324e-08,8.969259626917989e-07,5.605787266823744e-07,1.4575046893741734e-06,3.3454627000693326e-11,2.2953358054071268e-05,4.6936627726779164e-09,0.0
reaction_quarter,26,3.2696127103044378e-06,3.0779040395179383e-08,9.031232721847368e-07,5.644520451154606e-07,1.4675753173001974e-06,3.077904039517938e-11,2.0972716038725408e-05,4.737188027604636e-09,0.0
reaction_quarter,27,3.300391750699617e-06,2.8317505551167813e-08,9.087011077342708e-07,5.679381923339191e-07,1.4766393000681898e-06,2.8317505551167813e-11,1.9176995729329523e-05,4.777031050767806e-09,0.0
reaction_quarter,28,3.328709256250785e-06,2.605289784425444e-08,9.137214183199844e-07,5.710758864499901e-07,1.4847973047699745e-06,2.605289784425444e-11,1.7546433954694286e-05,4.81350656102076e-09,0.0
reaction_quarter,29,3.3547621540950394e-06,2.3969462668363288e-08,9.182399578649222e-07,5.738999736655763e-07,1.4921399315304986e-06,2.3969462668363287e-11,1.6063816912786215e-05,4.846902085625538e-09,0.0
reaction_quarter,30,3.3787316167634027e-06,2.205270582944053e-08,9.223069047571071e-07,5.76441815473192e-07,1.498748720230299e-06,2.205270582944053e-11,1.471407817185785e-05,4.877480336993702e-09,0.0
reaction_quarter,31,3.4007843225928432e-06,2.02892927081358e-08,9.259674194173245e-07,5.787296371358277e-07,1.5046970565531522e-06,2.02892927081358e-11,1.3483971819957565e-05,4.905481379145996e-09,0.0
reaction_quarter,32,3.421073615300979e-06,1.866695548990947e-08,9.292621461086967e-07,5.807888413179355e-07,1.5100509874266322e-06,1.866695548990947e-11,1.2361804763772209e-05,4.931124602727612e-09,0.0
reaction_quarter,33,3.4397405707908885e-06,1.7174407817117477e-08,9.322276645640152e-07,5.826422903525096e-07,1.514869954916525e-06,1.7174407817117477e-11,1.133721595136122e-05,4.954610525707414e-09,0.0
reaction_quarter,34,3.456914978608006e-06,1.5801266269288353e-08,9.348968964491815e-07,5.843105602807382e-07,1.5192074567299198e-06,1.5801266269288355e-11,1.0400993096295378e-05,4.976122435337926e-09,0.0
reaction_quarter,35,3.4727162448772943e-06,1.4537978125279078e-08,9.372994711792634e-07,5.858121694870397e-07,1.523111640666303e-06,1.4537978125279079e-11,9.544919582466896e-06,4.995827885543598e-09,0.0
reaction_quarter,36,3.4872542230025734e-06,1.3375754904781623e-08,9.394620551520089e-07,5.871637844700058e-07,1.5266258396220146e-06,1.3375754904781623e-11,8.761645818921417e-06,5.0138800626245886e-09,0.0
reaction_quarter,37,3.500629977907355e-06,1.2306511226717135e-08,9.41408648057164e-07,5.883804050357274e-07,1.5297890530928913e-06,1.2306511226717135e-11,8.044580526861611e-06,5.030419031000246e-09,0.0
reaction_quarter,38,3.512936489134072e-06,1.132280855922888e-08,9.431608495540997e-07,5.894755309713123e-07,1.532636380525412e-06,1.132280855922888e-11,7.3877983735106446e-06,5.045572869659483e-09,0.0
reaction_quarter,39,3.524259297693301e-06,1.0417803469868904e-08,9.447380992809948e-07,5.904613120506219e-07,1.5351994113316166e-06,1.0417803469868904e-11,6.785961089466941e-06,5.059458709024917e-09,0.0
reaction_quarter,40,3.53467710116317e-06,9.585200015953416e-09,9.461578928624844e-07,5.913486830390528e-07,1.5375065759015373e-06,9.585200015953416e-12,6.234249769197252e-06,5.072183677064706e-09,0.0
reaction_quarter,41,3.5442623011791234e-06,8.819205943866095e-09,9.474359763159902e-07,5.921474851974939e-07,1.5395834615134842e-06,8.819205943866094e-12,5.728306496093686e-06,5.083845762692607e-09,0.0
reaction_quarter,42,3.5530815071229895e-06,8.114492392573116e-09,9.485865210169196e-07,5.928665756355747e-07,1.5414530966524943e-06,8.114492392573117e-12,5.264183782299314e-06,5.094534603775485e-09,0.0
reaction_quarter,43,3.5611959995155626e-06,7.466156820973958e-09,9.496222811668986e-07,5.935139257293117e-07,1.5431362068962103e-06,7.466156820973958e-12,4.838300590452106e-06,5.104332206411774e-09,0.0
reaction_quarter,44,3.5686621563365365e-06,6.869688901210062e-09,9.505547355147765e-07,5.940967096967353e-07,1.544651445211512e-06,6.869688901210063e-12,4.447403925659995e-06,5.113313601548048e-09,0.0
reaction_quarter,45,3.5755318452377466e-06,6.320939140609677e-09,9.513942149051667e-07,5.946213843157292e-07,1.5460155992208959e-06,6.3209391406096775e-12,4.088535163419484e-06,5.121547444458643e-09,0.0
reaction_quarter,46,3.5818527843783563e-06,5.816090013969836e-09,9.521500170718083e-07,5.950937606698802e-07,1.5472437777416884e-06,5.816090013969836e-12,3.759000422324419e-06,5.129096562120045e-09,0.0
reaction_half,1,5.612788459399821e-07,2.4743082094763796e-07,3.6436351862779453e-07,2.2772719914237165e-07,5.920907177701662e-07,2.47430820947638e-10,0.00041789343004644774,1.1533695637101483e-09,0.0
reaction_half,2,8.0870966688762e-07,2.27636806744947e-07,5.19697699141596e-07,3.248110619634975e-07,8.445087611050934e-07,2.27636806744947e-10,0.0002695493726401012,1.6532184279927135e-09,0.0
reaction_half,3,1.036346473632567e-06,2.094264351211072e-07,6.594987577703839e-07,4.121867236064899e-07,1.0716854813768738e-06,2.0942643512110721e-10,0.00019541781498433808,2.108031955009441e-09,0.0
reaction_half,4,1.2457729087536742e-06,1.926730025232118e-07,7.853200863690288e-07,4.908250539806429e-07,1.2761451403496717e-06,1.926730025232118e-10,0.00015098047740119764,2.5219180491033454e-09,0.0
reaction_half,5,1.438445911276886e-06,1.7725994289747793e-07,8.98559729638746e-07,5.615998310242163e-07,1.4601595606629624e-06,1.7725994289747793e-10,0.00012139765247093671,2.8986054719398494e-09,0.0
reaction_half,6,1.615705854174364e-06,1.6308001656780738e-07,1.0004759206394276e-06,6.252974503996424e-07,1.62577337103907e-06,1.6308001656780738e-10,0.00010030919405672089,3.2414792252134337e-09,0.0
reaction_half,7,1.7787858707421713e-06,1.500345640162254e-07,1.0922010626710372e-06,6.826256641693982e-07,1.7748267268404355e-06,1.500345640162254e-10,8.453476711122018e-05,3.553612597582606e-09,0.0
reaction_half,8,1.9288204347583967e-06,1.3803281937180843e-07,1.1747543128951265e-06,7.342214455594542e-07,1.9089757584545808e-06,1.3803281937180842e-10,7.230726674263976e-05,3.837796193212978e-09,0.0
reaction_half,9,2.066853254130205e-06,1.2699127883034696e-07,1.249052907529641e-06,7.806580672060258e-07,2.0297109747356668e-06,1.2699127883034695e-10,6.256618819676298e-05,4.096564228865873e-09,0.0
reaction_half,10,2.193844532960552e-06,1.1683311960929267e-07,1.315922354466138e-06,8.224514715413361e-07,2.138373826007474e-06,1.1683311960929268e-10,5.463643362462496e-05,4.332218358968026e-09,0.0
reaction_half,11,2.310677652569845e-06,1.0748766539428099e-07,1.3761056065729899e-06,8.600660041081188e-07,2.2361716106811085e-06,1.0748766539428099e-10,4.806771755837722e-05,4.5468492632509545e-09,0.0
reaction_half,12,2.418165317964126e-06,9.888989455710457e-08,1.430271317621205e-06,8.939195735132528e-07,2.324190891134458e-06,9.888989455710458e-11,4.2548094880810565e-05,4.742356209098584e-09,0.0
reaction_half,13,2.5170552125212304e-06,9.097998772271137e-08,1.479021272575302e-06,9.243882953595636e-07,2.4034095679348654e-06,9.097998772271138e-11,3.7854550026147275e-05,4.920464780456095e-09,0.0
reaction_half,14,2.6080352002439417e-06,8.370291153665616e-08,1.5228970748169853e-06,9.518106717606155e-07,2.474707746577601e-06,8.370291153665616e-11,3.3823352132151025e-05,5.0827429468215435e-09,0.0
reaction_half,15,2.691738111780598e-06,7.700803573637221e-08,1.5623861646121347e-06,9.764913528825843e-07,2.538877517494719e-06,7.700803573637222e-11,3.0331528482855376e-05,5.230615629275316e-09,0.0
reaction_half,16,2.76874614751697e-06,7.084878086147374e-08,1.5979272357002273e-06,9.98704522312642e-07,2.596631758012869e-06,7.084878086147375e-11,2.7284878051284552e-05,5.365377905529841e-09,0.0
reaction_half,17,2.839594928378444e-06,6.518229415144331e-08,1.6299151101970216e-06,1.0186969438731384e-06,2.64861205407016e-06,6.518229415144331e-11,2.460998168881575e-05,5.488206982448604e-09,0.0
reaction_half,18,2.904777222529887e-06,5.996915137534006e-08,1.658705125981967e-06,1.0366907037387292e-06,2.695395829720696e-06,5.996915137534006e-11,2.224873642456968e-05,5.600173052250584e-09,0.0
reaction_half,19,2.9647463739052272e-06,5.517308251855134e-08,1.6846170853243621e-06,1.0528856783277262e-06,2.7375027636520883e-06,5.517308251855134e-11,2.015453034463615e-05,5.702249137557315e-09,0.0
reaction_half,20,3.0199194564237786e-06,5.0760719417689655e-08,1.707938808626642e-06,1.067461755391651e-06,2.775400564018293e-06,5.0760719417689654e-11,1.8289511098245595e-05,5.795320020442072e-09,0.0
reaction_half,21,3.0706801758414682e-06,4.670136358749219e-08,1.728929332775102e-06,1.0805808329844382e-06,2.8095101657595402e-06,4.670136358749219e-11,1.6622599966591207e-05,5.880190341601009e-09,0.0
reaction_half,22,3.1173815394289604e-06,4.2966772624050264e-08,1.7478217896391463e-06,1.0923886185244664e-06,2.840210408163613e-06,4.296677262405026e-11,1.5128024494435668e-05,5.957591947592572e-09,0.0
reaction_half,23,3.1603483120530107e-06,3.953096369805254e-08,1.76482599670584e-06,1.10301624794115e-06,2.8678422446469903e-06,3.953096369805254e-11,1.3784218351563652e-05,6.028190556700002e-09,0.0
reaction_half,24,3.1998792757510632e-06,3.6370032770579235e-08,1.780130788637721e-06,1.1125817428985757e-06,2.8927125315362965e-06,3.6370032770579233e-11,1.257298551932618e-05,6.09259180728736e-09,0.0
reaction_half,25,3.2362493085216425e-06,3.3461988273458176e-08,1.7939061156628648e-06,1.12119132228929e-06,2.915097437952155e-06,3.346198827345818e-11,1.1478857563322172e-05,6.1513467464737965e-09,0.0
