step,cluster_id,branch_id,sigma_min,sigma_max,sigma_representative,overlap_with_initial_floor_space,overlap_with_initial_nonfloor_space,initial_origin_status,floor_threshold_label
1345,1,20,1.41070750463672856e+00,1.41070750463672856e+00,1.41070750463672856e+00,4.06615323345240753e-01,5.93384676654759025e-01,mixed,rho<1e+03
1345,2,21,1.37154348406298321e+00,1.37154348406298321e+00,1.37154348406298321e+00,3.99653480538333106e-01,6.00346519461667283e-01,mixed,rho<1e+03
1345,3,25,2.84976559067886270e-01,2.84976559067886270e-01,2.84976559067886270e-01,4.55374098586410425e-01,5.44625901413590019e-01,mixed,rho<1e+03
1345,4,26,1.93478642660522365e-01,1.93478642660522365e-01,1.93478642660522365e-01,4.01670771616805200e-01,5.98329228383195244e-01,mixed,rho<1e+03
1350,0,0,3.86395676481259498e+00,3.86395676481259498e+00,3.86395676481259498e+00,3.42161672390529303e-01,6.57838327609470919e-01,mixed,rho<1e+03
1350,1,20,1.41079758376613662e+00,1.41079758376613662e+00,1.41079758376613662e+00,4.15045521856893029e-01,5.84954478143106971e-01,mixed,rho<1e+03
1350,2,21,1.37627847373611800e+00,1.37627847373611800e+00,1.37627847373611800e+00,4.05002720182207954e-01,5.94997279817792379e-01,mixed,rho<1e+03
1350,3,25,2.85419151878834210e-01,2.85419151878834210e-01,2.85419151878834210e-01,5.08595344206572597e-01,4.91404655793427625e-01,mixed,rho<1e+03
1350,4,26,1.78287159015429270e-01,1.78287159015429270e-01,1.78287159015429270e-01,3.29194741363798449e-01,6.70805258636202106e-01,mixed,rho<1e+03
1355,0,0,3.85713113078269121e+00,3.85713113078269121e+00,3.85713113078269121e+00,3.46532586378983209e-01,6.53467413621016902e-01,mixed,rho<1e+03
1355,1,20,1.41066661510380986e+00,1.41066661510380986e+00,1.41066661510380986e+00,4.21694226884777312e-01,5.78305773115222799e-01,mixed,rho<1e+03
1355,2,21,1.38081028848788412e+00,1.38081028848788412e+00,1.38081028848788412e+00,4.10217542534388024e-01,5.89782457465611976e-01,mixed,rho<1e+03
1355,3,25,2.91226460615681582e-01,2.91226460615681582e-01,2.91226460615681582e-01,5.32002521281344509e-01,4.67997478718655935e-01,mixed,rho<1e+03
1355,4,26,1.57489221989658035e-01,1.57489221989658035e-01,1.57489221989658035e-01,2.89553122920507833e-01,7.10446877079492278e-01,mixed,rho<1e+03
1360,0,0,3.85073129232287092e+00,3.85073129232287092e+00,3.85073129232287092e+00,3.49913821162938010e-01,6.50086178837061990e-01,mixed,rho<1e+03
1360,1,20,1.41052354874057539e+00,1.41052354874057539e+00,1.41052354874057539e+00,4.25850671395833325e-01,5.74149328604167231e-01,mixed,rho<1e+03
1360,2,21,1.38478250227605471e+00,1.38478250227605471e+00,1.38478250227605471e+00,4.15983791596421182e-01,5.84016208403579151e-01,mixed,rho<1e+03
1360,3,25,2.98009446281974621e-01,2.98009446281974621e-01,2.98009446281974621e-01,5.39003665220015082e-01,4.60996334779985251e-01,mixed,rho<1e+03
1360,4,26,1.35069293853818689e-01,1.35069293853818689e-01,1.35069293853818689e-01,2.69248050624793511e-01,7.30751949375206822e-01,mixed,rho<1e+03
1365,0,0,3.84469635110350350e+00,3.84469635110350350e+00,3.84469635110350350e+00,3.52437895161641979e-01,6.47562104838357966e-01,mixed,rho<1e+03
1365,1,20,1.41066836587503719e+00,1.41066836587503719e+00,1.41066836587503719e+00,4.26689787931043063e-01,5.73310212068957270e-01,mixed,rho<1e+03
1365,2,21,1.38781092681974783e+00,1.38781092681974783e+00,1.38781092681974783e+00,4.23186446558847684e-01,5.76813553441152704e-01,mixed,rho<1e+03
1365,3,25,3.03528301134131262e-01,3.03528301134131262e-01,3.03528301134131262e-01,5.39327673566850185e-01,4.60672326433150536e-01,mixed,rho<1e+03
1365,4,26,1.13192507378372234e-01,1.13192507378372234e-01,1.13192507378372234e-01,2.58358196781617866e-01,7.41641803218382023e-01,mixed,rho<1e+03
1370,0,0,3.83900329020185582e+00,3.83900329020185582e+00,3.83900329020185582e+00,3.54234028315374927e-01,6.45765971684625129e-01,mixed,rho<1e+03
1370,1,20,1.41145204887691644e+00,1.41145204887691644e+00,1.41145204887691644e+00,4.24094360955328764e-01,5.75905639044671291e-01,mixed,rho<1e+03
1370,2,21,1.38950602189230010e+00,1.38950602189230010e+00,1.38950602189230010e+00,4.32072518354690571e-01,5.67927481645309484e-01,mixed,rho<1e+03
1370,3,25,3.06890403193220307e-01,3.06890403193220307e-01,3.06890403193220307e-01,5.37116542152197396e-01,4.62883457847802937e-01,mixed,rho<1e+03
1370,4,26,9.29858001197238770e-02,9.29858001197238770e-02,9.29858001197238770e-02,2.52482550222408786e-01,7.47517449777591492e-01,mixed,rho<1e+03
1375,0,0,3.83368320510761151e+00,3.83368320510761151e+00,3.83368320510761151e+00,3.55416726008499717e-01,6.44583273991500505e-01,mixed,rho<1e+03
1375,1,20,1.41306355332371680e+00,1.41306355332371680e+00,1.41306355332371680e+00,4.19676482871956191e-01,5.80323517128043864e-01,mixed,rho<1e+03
1375,2,21,1.38966689841865243e+00,1.38966689841865243e+00,1.38966689841865243e+00,4.41206489940221325e-01,5.58793510059778842e-01,mixed,rho<1e+03
1375,3,25,3.07942896929642662e-01,3.07942896929642662e-01,3.07942896929642662e-01,5.34058847474253473e-01,4.65941152525746860e-01,mixed,rho<1e+03
1375,4,26,7.50809291686157648e-02,7.50809291686157648e-02,7.50809291686157648e-02,2.49641453705070043e-01,7.50358546294930373e-01,mixed,rho<1e+03
1380,0,0,3.82884089816126583e+00,3.82884089816126583e+00,3.82884089816126583e+00,3.56082288926703627e-01,6.43917711073296317e-01,mixed,rho<1e+03
1380,1,20,1.41536358495253167e+00,1.41536358495253167e+00,1.41536358495253167e+00,4.15497662349954611e-01,5.84502337650045445e-01,mixed,rho<1e+03
1380,2,21,1.38843501573185346e+00,1.38843501573185346e+00,1.38843501573185346e+00,4.48721540545388098e-01,5.51278459454611958e-01,mixed,rho<1e+03
1380,3,25,3.06970615933931934e-01,3.06970615933931934e-01,3.06970615933931934e-01,5.30862028848886558e-01,4.69137971151114275e-01,mixed,rho<1e+03
1380,4,26,5.98374113113929323e-02,5.98374113113929323e-02,5.98374113113929323e-02,2.48836479329068327e-01,7.51163520670932061e-01,mixed,rho<1e+03
1385,0,0,3.82466056815753674e+00,3.82466056815753674e+00,3.82466056815753674e+00,3.56310120491087179e-01,6.43689879508912544e-01,mixed,rho<1e+03
1385,1,20,1.41804431684675869e+00,1.41804431684675869e+00,1.41804431684675869e+00,4.12282739960344480e-01,5.87717260039655742e-01,mixed,rho<1e+03
1385,2,21,1.38613057767328240e+00,1.38613057767328240e+00,1.38613057767328240e+00,4.54077766522602011e-01,5.45922233477398322e-01,mixed,rho<1e+03
1385,3,25,3.04530174458422065e-01,3.04530174458422065e-01,3.04530174458422065e-01,5.27824450406541468e-01,4.72175549593458643e-01,mixed,rho<1e+03
1385,4,26,4.74383542266311672e-02,4.74383542266311672e-02,4.74383542266311672e-02,2.49504922619426139e-01,7.50495077380574083e-01,mixed,rho<1e+03
1390,0,0,3.82138692829600313e+00,3.82138692829600313e+00,3.82138692829600313e+00,3.56165724946035600e-01,6.43834275053964511e-01,mixed,rho<1e+03
1390,1,20,1.42084317036074959e+00,1.42084317036074959e+00,1.42084317036074959e+00,4.09858077918190677e-01,5.90141922081809600e-01,mixed,rho<1e+03
1390,2,21,1.38304123703942738e+00,1.38304123703942738e+00,1.38304123703942738e+00,4.57603725013211671e-01,5.42396274986788662e-01,mixed,rho<1e+03
1390,3,25,3.01343822281625262e-01,3.01343822281625262e-01,3.01343822281625262e-01,5.25072204259945607e-01,4.74927795740055059e-01,mixed,rho<1e+03
1390,4,26,3.79476510915177159e-02,3.79476510915177159e-02,3.79476510915177159e-02,2.51300267862617943e-01,7.48699732137382279e-01,mixed,rho<1e+03
1395,0,0,3.81928619519345780e+00,3.81928619519345780e+00,3.81928619519345780e+00,3.55703394068179524e-01,6.44296605931820476e-01,mixed,rho<1e+03
1395,1,20,1.42359554270243760e+00,1.42359554270243760e+00,1.42359554270243760e+00,4.07931165876648960e-01,5.92068834123351317e-01,mixed,rho<1e+03
1395,2,21,1.37937372157551486e+00,1.37937372157551486e+00,1.37937372157551486e+00,4.59708194491633693e-01,5.40291805508366640e-01,mixed,rho<1e+03
1395,3,25,2.98221117443480011e-01,2.98221117443480011e-01,2.98221117443480011e-01,5.22670404912702447e-01,4.77329595087297720e-01,mixed,rho<1e+03
1395,4,26,3.13594544654639401e-02,3.13594544654639401e-02,3.13594544654639401e-02,2.53986840650835988e-01,7.46013159349164123e-01,mixed,rho<1e+03
1400,0,0,3.81860161480071003e+00,3.81860161480071003e+00,3.81860161480071003e+00,3.54968038489221371e-01,6.45031961510778795e-01,mixed,rho<1e+03
1400,1,20,1.42620902413274853e+00,1.42620902413274853e+00,1.42620902413274853e+00,4.06308414863347511e-01,5.93691585136652877e-01,mixed,rho<1e+03
1400,2,21,1.37528117819392581e+00,1.37528117819392581e+00,1.37528117819392581e+00,4.60665314992245167e-01,5.39334685007754944e-01,mixed,rho<1e+03
1400,3,25,2.95992528984174219e-01,2.95992528984174219e-01,2.95992528984174219e-01,5.20682139488995555e-01,4.79317860511005056e-01,mixed,rho<1e+03
1400,4,26,2.76454677348618554e-02,2.76454677348618554e-02,2.76454677348618554e-02,2.57376092166192227e-01,7.42623907833808161e-01,mixed,rho<1e+03
1405,0,0,3.81951717009643721e+00,3.81951717009643721e+00,3.81951717009643721e+00,3.53996670770902189e-01,6.46003329229097867e-01,mixed,rho<1e+03
1405,1,20,1.42863085471300710e+00,1.42863085471300710e+00,1.42863085471300710e+00,4.04891977717592888e-01,5.95108022282407334e-01,mixed,rho<1e+03
1405,2,21,1.37089114992938987e+00,1.37089114992938987e+00,1.37089114992938987e+00,4.60628899137880410e-01,5.39371100862119812e-01,mixed,rho<1e+03
1405,3,25,2.95447442887520284e-01,2.95447442887520284e-01,2.95447442887520284e-01,5.19198731864538354e-01,4.80801268135462367e-01,mixed,rho<1e+03
1405,4,26,2.67946590715238409e-02,2.67946590715238409e-02,2.67946590715238409e-02,2.61283720509087325e-01,7.38716279490913008e-01,mixed,rho<1e+03
1410,0,0,3.82213454635051519e+00,3.82213454635051519e+00,3.82213454635051519e+00,3.52820279742054543e-01,6.47179720257945457e-01,mixed,rho<1e+03
1410,1,20,1.43082289534547935e+00,1.43082289534547935e+00,1.43082289534547935e+00,4.03652956251857153e-01,5.96347043748143402e-01,mixed,rho<1e+03
1410,2,21,1.36631870890826068e+00,1.36631870890826068e+00,1.36631870890826068e+00,4.59673846398445163e-01,5.40326153601555004e-01,mixed,rho<1e+03
1410,3,25,2.97275959318200278e-01,2.97275959318200278e-01,2.97275959318200278e-01,5.18346567216577570e-01,4.81653432783422653e-01,mixed,rho<1e+03
1410,4,26,2.88370677587279391e-02,2.88370677587279391e-02,2.88370677587279391e-02,2.65506350391066626e-01,7.34493649608933930e-01,mixed,rho<1e+03
1415,0,0,3.82646004069655898e+00,3.82646004069655898e+00,3.82646004069655898e+00,3.51466308618590517e-01,6.48533691381409816e-01,mixed,rho<1e+03
1415,1,20,1.43274391962027159e+00,1.43274391962027159e+00,1.43274391962027159e+00,4.02614182708826929e-01,5.97385817291173238e-01,mixed,rho<1e+03
1415,2,21,1.36166614207121328e+00,1.36166614207121328e+00,1.36166614207121328e+00,4.57827292701910915e-01,5.42172707298089085e-01,mixed,rho<1e+03
1415,3,25,3.02019450097989417e-01,3.02019450097989417e-01,3.02019450097989417e-01,5.18272143917541284e-01,4.81727856082459105e-01,mixed,rho<1e+03
1415,4,26,3.38454493633393444e-02,3.38454493633393444e-02,3.38454493633393444e-02,2.69820072053130688e-01,7.30179927946869589e-01,mixed,rho<1e+03
1420,0,0,3.83239485271835845e+00,3.83239485271835845e+00,3.83239485271835845e+00,3.49961067325692377e-01,6.50038932674307901e-01,mixed,rho<1e+03
1420,1,20,1.43433945572634070e+00,1.43433945572634070e+00,1.43433945572634070e+00,4.01837745114037026e-01,5.98162254885963307e-01,mixed,rho<1e+03
1420,2,21,1.35701235855828517e+00,1.35701235855828517e+00,1.35701235855828517e+00,4.55091706724200962e-01,5.44908293275799593e-01,mixed,rho<1e+03
1420,3,25,3.10037164458022207e-01,3.10037164458022207e-01,3.10037164458022207e-01,5.19112277720767179e-01,4.80887722279233265e-01,mixed,rho<1e+03
1420,4,26,4.19133807361908861e-02,4.19133807361908861e-02,4.19133807361908861e-02,2.73997203115304067e-01,7.26002796884696489e-01,mixed,rho<1e+03
1425,0,0,3.83972447134888561e+00,3.83972447134888561e+00,3.83972447134888561e+00,3.48330716834440945e-01,6.51669283165559166e-01,mixed,rho<1e+03
1425,1,20,1.43554037199212337e+00,1.43554037199212337e+00,1.43554037199212337e+00,4.01410417982264844e-01,5.98589582017735933e-01,mixed,rho<1e+03
1425,2,21,1.35239568284016620e+00,1.35239568284016620e+00,1.35239568284016620e+00,4.51465865631316965e-01,5.48534134368683146e-01,mixed,rho<1e+03
1425,3,25,3.21493946250758833e-01,3.21493946250758833e-01,3.21493946250758833e-01,5.20962747003695492e-01,4.79037252996305118e-01,mixed,rho<1e+03
1425,4,26,5.31140638577638907e-02,5.31140638577638907e-02,5.31140638577638907e-02,2.77830252548282530e-01,7.22169747451717803e-01,mixed,rho<1e+03
1430,0,0,3.84810855951704101e+00,3.84810855951704101e+00,3.84810855951704101e+00,3.46599455416434055e-01,6.53400544583565668e-01,mixed,rho<1e+03
1430,1,20,1.43627025727630908e+00,1.43627025727630908e+00,1.43627025727630908e+00,4.01423334958893263e-01,5.98576665041106959e-01,mixed,rho<1e+03
1430,2,21,1.34779511941370922e+00,1.34779511941370922e+00,1.34779511941370922e+00,4.46967713867660099e-01,5.53032286132339790e-01,mixed,rho<1e+03
1430,3,25,3.36368699916734015e-01,3.36368699916734015e-01,3.36368699916734015e-01,5.23857696569131726e-01,4.76142303430868885e-01,mixed,rho<1e+03
1430,4,26,6.74488285387235958e-02,6.74488285387235958e-02,6.74488285387235958e-02,2.81151799187881524e-01,7.18848200812119087e-01,mixed,rho<1e+03
1435,0,0,3.85707933789818336e+00,3.85707933789818336e+00,3.85707933789818336e+00,3.44784456535716377e-01,6.55215543464283678e-01,mixed,rho<1e+03
1435,1,20,1.43645900250106440e+00,1.43645900250106440e+00,1.43645900250106440e+00,4.01945385149398982e-01,5.98054614850601296e-01,mixed,rho<1e+03
1435,2,21,1.34311677433664745e+00,1.34311677433664745e+00,1.34311677433664745e+00,4.41660421674406334e-01,5.58339578325593444e-01,mixed,rho<1e+03
1435,3,25,3.54478258704509608e-01,3.54478258704509608e-01,3.54478258704509608e-01,5.27762924412088275e-01,4.72237075587912170e-01,mixed,rho<1e+03
1435,4,26,8.47975841179156309e-02,8.47975841179156309e-02,8.47975841179156309e-02,2.83846812228391365e-01,7.16153187771608968e-01,mixed,rho<1e+03
1440,0,0,3.86606138988391379e+00,3.86606138988391379e+00,3.86606138988391379e+00,3.42888730237354611e-01,6.57111269762645778e-01,mixed,rho<1e+03
1440,1,20,1.43605744195723051e+00,1.43605744195723051e+00,1.43605744195723051e+00,4.02993199097455623e-01,5.97006800902544543e-01,mixed,rho<1e+03
1440,2,21,1.33819243242658992e+00,1.33819243242658992e+00,1.33819243242658992e+00,4.35679242557048596e-01,5.64320757442951515e-01,mixed,rho<1e+03
1440,3,25,3.75509886699812112e-01,3.75509886699812112e-01,3.75509886699812112e-01,5.32576843455468185e-01,4.67423156544532425e-01,mixed,rho<1e+03
1440,4,26,1.04885030972133558e-01,1.04885030972133558e-01,1.04885030972133558e-01,2.85861984652674261e-01,7.14138015347326238e-01,mixed,rho<1e+03
1445,0,0,3.87442560743099751e+00,3.87442560743099751e+00,3.87442560743099751e+00,3.40894631516277025e-01,6.59105368483722920e-01,mixed,rho<1e+03
1445,1,20,1.43504707325496472e+00,1.43504707325496472e+00,1.43504707325496472e+00,4.04504825203221174e-01,5.95495174796778715e-01,mixed,rho<1e+03
1445,2,21,1.33279485700213551e+00,1.33279485700213551e+00,1.33279485700213551e+00,4.29251781973326252e-01,5.70748218026674081e-01,mixed,rho<1e+03
1445,3,25,3.99058077531134425e-01,3.99058077531134425e-01,3.99058077531134425e-01,5.38130997562339508e-01,4.61869002437660992e-01,mixed,rho<1e+03
1445,4,26,1.27275444752802558e-01,1.27275444752802558e-01,1.27275444752802558e-01,2.87217763744836763e-01,7.12782236255163459e-01,mixed,rho<1e+03
1450,0,0,3.88158105984703861e+00,3.88158105984703861e+00,3.88158105984703861e+00,3.38761179474404650e-01,6.61238820525595572e-01,mixed,rho<1e+03
1450,1,20,1.43344052049358028e+00,1.43344052049358028e+00,1.43344052049358028e+00,4.06327931094652040e-01,5.93672068905348294e-01,mixed,rho<1e+03
1450,2,21,1.32666860837762246e+00,1.32666860837762246e+00,1.32666860837762246e+00,4.22700081711624542e-01,5.77299918288375569e-01,mixed,rho<1e+03
1450,3,25,4.24665499961572379e-01,4.24665499961572379e-01,4.24665499961572379e-01,5.44187089477645047e-01,4.55812910522355286e-01,mixed,rho<1e+03
1450,4,26,1.51403602107640034e-01,1.51403602107640034e-01,1.51403602107640034e-01,2.88023718241674331e-01,7.11976281758325946e-01,mixed,rho<1e+03
1455,0,0,3.88709082867059275e+00,3.88709082867059275e+00,3.88709082867059275e+00,3.36427030073681355e-01,6.63572969926318978e-01,mixed,rho<1e+03
1455,1,20,1.43127208710744780e+00,1.43127208710744780e+00,1.43127208710744780e+00,4.08232215999891568e-01,5.91767784000109098e-01,mixed,rho<1e+03
1455,2,21,1.31956740265906025e+00,1.31956740265906025e+00,1.31956740265906025e+00,4.16414588273979924e-01,5.83585411726020076e-01,mixed,rho<1e+03
1455,3,25,4.51871085027715835e-01,4.51871085027715835e-01,4.51871085027715835e-01,5.50433632151138719e-01,4.49566367848861781e-01,mixed,rho<1e+03
1455,4,26,1.76639190325046325e-01,1.76639190325046325e-01,1.76639190325046325e-01,2.88492533501309711e-01,7.11507466498690455e-01,mixed,rho<1e+03
1460,0,0,3.89077905256174494e+00,3.89077905256174494e+00,3.89077905256174494e+00,3.33818260658989119e-01,6.66181739341011103e-01,mixed,rho<1e+03
1460,1,20,1.42858188609658043e+00,1.42858188609658043e+00,1.42858188609658043e+00,4.09945659580691235e-01,5.90054340419308709e-01,mixed,rho<1e+03
1460,2,21,1.31128296527894550e+00,1.31128296527894550e+00,1.31128296527894550e+00,4.10801847374970164e-01,5.89198152625030169e-01,mixed,rho<1e+03
1460,3,25,4.80267985314490553e-01,4.80267985314490553e-01,4.80267985314490553e-01,5.56487412741642595e-01,4.43512587258357793e-01,mixed,rho<1e+03
1460,4,26,2.02369493748427026e-01,2.02369493748427026e-01,2.02369493748427026e-01,2.88946819643708497e-01,7.11053180356291947e-01,mixed,rho<1e+03
1465,0,0,3.89279031172603851e+00,3.89279031172603851e+00,3.89279031172603851e+00,3.30857550819453727e-01,6.69142449180546328e-01,mixed,rho<1e+03
1465,1,20,1.42539948294863561e+00,1.42539948294863561e+00,1.42539948294863561e+00,4.11199291524651123e-01,5.88800708475349488e-01,mixed,rho<1e+03
1465,2,21,1.30165052390296965e+00,1.30165052390296965e+00,1.30165052390296965e+00,4.06224907471182894e-01,5.93775092528817328e-01,mixed,rho<1e+03
1465,3,25,5.09569731610990173e-01,5.09569731610990173e-01,5.09569731610990173e-01,5.61902150088181784e-01,4.38097849911818549e-01,mixed,rho<1e+03
1465,4,26,2.28076514971688044e-01,2.28076514971688044e-01,2.28076514971688044e-01,2.89816100096531692e-01,7.10183899903468863e-01,mixed,rho<1e+03
1470,0,0,3.89357778778608843e+00,3.89357778778608843e+00,3.89357778778608843e+00,3.27470522267857167e-01,6.72529477732142889e-01,mixed,rho<1e+03
1470,1,20,1.42173232032114294e+00,1.42173232032114294e+00,1.42173232032114294e+00,4.11758517497109344e-01,5.88241482502890767e-01,mixed,rho<1e+03
1470,2,21,1.29052415400321108e+00,1.29052415400321108e+00,1.29052415400321108e+00,4.02963321364064875e-01,5.97036678635935458e-01,mixed,rho<1e+03
1470,3,25,5.39676652780742616e-01,5.39676652780742616e-01,5.39676652780742616e-01,5.66182628373667063e-01,4.33817371626333936e-01,mixed,rho<1e+03
1470,4,26,2.53385732620270143e-01,2.53385732620270143e-01,2.53385732620270143e-01,2.91625010497302717e-01,7.08374989502697394e-01,mixed,rho<1e+03
1475,0,0,3.89382613822836277e+00,3.89382613822836277e+00,3.89382613822836277e+00,3.23586463368983890e-01,6.76413536631016221e-01,mixed,rho<1e+03
1475,1,20,1.41756112756065922e+00,1.41756112756065922e+00,1.41756112756065922e+00,4.11429068047782065e-01,5.88570931952217991e-01,mixed,rho<1e+03
1475,2,21,1.27772703682912070e+00,1.27772703682912070e+00,1.27772703682912070e+00,4.01208855040791290e-01,5.98791144959208710e-01,mixed,rho<1e+03
1475,3,25,5.70730832780641073e-01,5.70730832780641073e-01,5.70730832780641073e-01,5.68802174402015748e-01,4.31197825597984863e-01,mixed,rho<1e+03
